Time_minutes Average_cpu_utilization intermediate_powerdraw_kJ total_powerdraw_kJ cpu_demand cpu_usage cpu_idle_time overall_power_efficiency intermediate_power_efficiency hosts_up hosts_down servers_active servers_pending attemps_success attempts_failure attemps_error
330 8.773433927754916E-6 2838.4088500048883 187317.39351610385 122.79999999999998 122.79999999999998 55746303 0.042993693834282566 0.04326367570330416 162 0 4 0 4 0 0
335 8.806774881880144E-6 2838.409491664528 190155.8030077684 123.26666666669999 123.26666666669999 56591090 0.043000177770014476 0.043428077248435615 162 0 4 0 4 0 0
340 7.081618655694874E-5 2839.602896021972 192995.40590379038 991.2000000003 991.2000000003 57435779 0.0475033760021442 0.34906289234627913 162 0 4 0 4 0 0
345 2.198216735251343E-4 2842.4705904409952 195837.8764942314 3076.7999999966005 3076.7999999966005 58280237 0.06252484735092333 1.0824386399435888 162 0 4 0 4 0 0
350 1.68662360920589E-4 2841.4860116153054 198679.36250584672 2360.7333333333 2360.7333333333 59124776 0.07351275181504717 0.8308094158067979 162 0 4 0 4 0 0
355 9.125895442765489E-6 2838.415643567917 201517.77814941463 127.73333333329998 127.73333333329998 59969561 0.07311116733866288 0.04500163097069811 162 0 4 0 4 0 0
360 8.911560737690044E-6 2838.4115083470833 204356.18965776172 124.7333333333 124.7333333333 60814348 0.07270605973919113 0.04394476733429573 162 0 4 0 4 0 0
365 8.835352842549726E-6 2838.4100416715555 207194.59969943325 123.6666666666 123.6666666666 61659133 0.07230690385623152 0.04356899279914188 162 0 4 0 4 0 0
370 8.849641822895234E-6 2838.410316665751 210033.010016099 123.8666666667 123.8666666667 62503919 0.07191948858660914 0.04363945055421191 162 0 4 0 4 0 0
375 8.763907940872199E-6 2838.4086666721664 212871.41868277118 122.6666666668 122.6666666668 63348706 0.07153676819349956 0.043216703819685696 162 0 4 0 4 0 0
380 8.882982777020462E-6 2838.4109583256945 215709.82964109685 124.3333333334 124.3333333334 64193492 0.07117184549358735 0.04380385192944049 162 0 4 0 4 0 0
385 8.830589849101224E-6 2838.4099500033612 218548.23959110022 123.5999999999 123.5999999999 65038279 0.07081304656408824 0.04354550687780447 162 0 4 0 4 0 0
390 8.835352842549726E-6 2838.4100416663614 221386.64963276658 123.66666666659998 123.66666666659998 65883065 0.070463749097822 0.0435689927992216 162 0 4 0 4 0 0
395 8.887745770468963E-6 2838.411049996639 224225.06068276326 124.4000000001 124.4000000001 66727851 0.070126565181657 0.04382733783404884 162 0 4 0 4 0 0
400 8.906797744248685E-6 2838.4114166654444 227063.4720994287 124.6666666667 124.6666666667 67572636 0.06979898551475276 0.0439212814374732 162 0 4 0 4 0 0
405 8.825826855659865E-6 2838.4098583385276 229901.88195776724 123.53333333329999 123.53333333329999 68417424 0.06947456539857684 0.04352202095493377 162 0 4 0 4 0 0
410 8.925849718028406E-6 2838.411783326917 232740.29374109418 124.93333333329998 124.93333333329998 69262209 0.06916407300134747 0.044015225016739816 162 0 4 0 4 0 0
415 8.868693796674954E-6 2838.4106833369997 235578.7044244312 124.13333333330002 124.13333333330002 70106995 0.06885766707831134 0.043733394206141335 162 0 4 0 4 0 0
420 8.802011888424496E-6 2838.409400004278 238417.11382443548 123.19999999989999 123.19999999989999 70951782 0.06855464248272486 0.0434045913178396 162 0 4 0 4 0 0
425 8.830589849108367E-6 2838.4099499981667 241255.52377443362 123.6 123.6 71796568 0.06826040598927197 0.04354550687791939 162 0 4 0 4 0 0
430 8.935375704932556E-6 2838.4119666599454 244093.93574109353 125.06666666679999 125.06666666679999 72641355 0.06797902052046186 0.04406219679730639 162 0 4 0 4 0 0
435 8.844878829453875E-6 2838.4102250058063 246932.34596609932 123.80000000009998 123.80000000009998 73486141 0.06769897479919149 0.043615964637333825 162 0 4 0 4 0 0
440 8.787722908093278E-6 2838.409125003667 249770.755091103 123.00000000000001 123.00000000000001 74330927 0.06742209135141475 0.043334133517429804 162 0 4 0 4 0 0
445 8.73532998018833E-6 2838.4081166700275 252609.16320777297 122.26666666670002 122.26666666670002 75175714 0.06714852746406211 0.04307578813230749 162 0 4 0 4 0 0
450 8.863930803233596E-6 2838.4105916584167 255447.57379943138 124.0666666667 124.0666666667 76020500 0.06688808879983038 0.043709908295617925 162 0 4 0 4 0 0
