Time_minutes Average_cpu_utilization Powerdraw_kJ cpu_demand cpu_usage cpu_idle_time
8895 0.07808062312322703 191.39025491023062 71959.10227036603 71959.10227036603 26841
8900 0.07631729453908563 190.62726119063794 70334.01864722132 70334.01864722132 26981
8905 0.07386170364431564 189.55037843324243 68070.9460786013 68070.9460786013 27183
8910 0.06959731968832317 187.7314016340673 64140.88982475863 64140.88982475863 27525
8915 0.06355557075241462 185.37420752511917 58572.814005425316 58572.814005425316 28022
8920 0.06284815927492837 184.76108830460905 57920.86358777399 57920.86358777399 28160
8925 0.059041746297406675 183.60633256308734 54412.873387689986 54412.873387689986 28444
8930 0.05260937331250653 181.5684802134931 48484.798444806016 48484.798444806016 28961
8935 0.046690222681320864 179.60727267551422 43029.7092231053 43029.7092231053 29481
8940 0.03987761227887009 177.65374132312834 36751.20747620668 36751.20747620668 30057
8945 0.036327186540164966 176.52811271946132 33479.13511541604 33479.13511541604 30410
8950 0.0332560107700897 175.6790683323592 30648.73952571467 30648.73952571467 30682
8955 0.030299018413485947 174.94242206008732 27923.57536986865 27923.57536986865 30940
8960 0.027314758377420437 174.21835123442114 25173.281320630675 25173.281320630675 31197
8965 0.02732247182936561 174.0990482534766 25180.390037943347 25180.390037943347 31239
8970 0.027370870116027214 174.10916126838328 25224.99389893068 25224.99389893068 31236
8975 0.026357313413124302 173.90587702684104 24290.90004153536 24290.90004153536 31308
8980 0.02408589944016495 173.40486766971648 22197.56492405602 22197.56492405602 31487
8985 0.023051729279065698 173.10345494401454 21244.473703586948 21244.473703586948 31593
8990 0.023647945214700497 173.13054862321914 21793.94630986798 21793.94630986798 31572
8995 0.024022001892486263 173.2818938755244 22138.67694411534 22138.67694411534 31530
9000 0.021744872677041394 172.76462157066166 20040.07465916135 20040.07465916135 31695
9005 0.020932268933652336 172.517913040787 19291.17904925399 19291.17904925399 31779
9010 0.02034032602561559 172.3309646130502 18745.644465207326 18745.644465207326 31834
9015 0.02121998013989583 172.5179194944501 19556.333696927995 19556.333696927995 31780
9020 0.0242129408687413 173.21090223637222 22314.64630463198 22314.64630463198 31552
9025 0.022606631624485698 173.019769420743 20834.27170512602 20834.27170512602 31623
9030 0.019798777640678507 172.27847933918238 18246.55347364931 18246.55347364931 31848
9035 0.02005972813242045 172.20456360666455 18487.045446838685 18487.045446838685 31871
9040 0.020295179505161316 172.2757801401317 18704.03743195667 18704.03743195667 31850
9045 0.02048217744979602 172.33376499123872 18876.374737732014 18876.374737732014 31833
9050 0.021616830115620687 172.62290880793333 19922.070634556025 19922.070634556025 31749
9055 0.02000607845818287 172.28313374790548 18437.601907061333 18437.601907061333 31848
